,Unnamed: 0,id,job,original_name,popularity,air_date,episode_number,Title,overview,runtime,season_number,vote_average,list_of_characters,list_of_popularity,title_len,holiday_episode,sentiment
106,106,86698,"['Director', 'Writer', 'Writer', 'Editor', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor']","['Kevin S. Bright', 'Marta Kauffman', 'David Crane', 'Stephen Prime', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould']","[1.519, 5.777, 3.76, 0.6, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38]",1998-10-08,3.0,The One Hundredth,"Phoebe is rushed to the hospital for the birth of her brother's triplets. While there, Joey winds up with severe sympathy pains that turn out to be kidney stones. Meanwhile, Rachel tries to set Monica up on a date with a male nurse.",23.0,5.0,8.5,"['Frank Buffay Jr.', 'Dr. Harad', 'Dan', ""Joey's Doctor"", 'Dr. Oberman', 'Alice Knight Buffay', 'The Nurse']","[41.336, 8.257, 14.792, 8.235, 13.307, 11.955, 1.269]",17,0,-0.05
107,107,86715,"['Director', 'Writer', 'Director of Photography', 'Editor', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Costume Supervisor', 'Costume Supervisor']","['Shelley Jensen', 'Michael Curtis', 'Mikel Neiers', 'Jay Scherberth', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', 'Julie Heath', 'Nancy Gould']","[3.842, 1.608, 1.632, 1.073, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.732, 1.38]",1998-10-15,4.0,The One Where Phoebe Hates PBS,"Joey lands a job with a PBS telethon, which ignites an old hatred Phoebe has towards the network.  Meanwhile, Monica tries to convince Rachel that she's dating someone from work to hide her relationship with Chandler. And Ross finally gets in touch with Emily and they try to work it out.",23.0,5.0,8.1,"['Gary Collins', 'Emily Waltham', 'The Stage Manager', 'The PBS Volunteer', 'Gunther']","[7.498, 14.562, 3.144, 0.6, 8.622]",30,0,0.0
108,108,86721,"['Director', 'Writer', 'Editor', 'Set Decoration', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music']","['Michael Lembeck', 'Alexa Junge', 'Stephen Prime', 'Greg J. Grande', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff']","[6.644, 1.388, 0.6, 1.021, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706]",1999-02-11,14.0,The One Where Everybody Finds Out,"When the friends discover that Ugly Naked Guy is moving out of his apartment, Ross leaps at the opportunity to get his own place again. Phoebe finds out about Monica and Chandler's relationship, and tries to get them to reveal the truth by seducing Chandler.",23.0,5.0,9.0,"['Dr. Ledbetter', 'Gunther']","[6.299, 8.622]",33,0,-0.049999999999999996
109,109,86727,"['Director', 'Producer', 'Executive Producer', 'Producer', 'Editor', 'Set Decoration', 'Director of Photography', 'Art Direction', 'Story', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Makeup Artist', 'Additional Music', 'Co-Producer', 'Co-Producer', 'Executive Producer', 'Executive Producer', 'Co-Executive Producer', 'Teleplay', 'Teleplay', 'Co-Producer', 'Hairstylist']","['Andrew Tsao', 'Shana Goldberg-Meehan', 'Greg Malins', 'Scott Silveri', 'Stephen Prime', 'Greg J. Grande', 'Mikel Neiers', 'Joe Stewart', 'Alicia Sky Varinaitis', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Robin Siegel', 'Michael Skloff', 'Andrew Reich', 'Ted Cohen', 'Adam Chase', 'Michael Curtis', 'Alexa Junge', 'Gigi McCreery', 'Perry Rein', 'Wendy Knoller', 'Edward St. George']","[1.176, 1.788, 1.594, 3.0, 0.6, 1.021, 1.632, 0.924, 0.6, 0.6, 2.436, 1.303, 3.142, 0.656, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 1.553, 0.706, 1.788, 3.069, 2.15, 1.608, 1.388, 2.436, 1.303, 0.608, 1.684]",1999-02-25,16.0,The One with the Cop,"Joey has a dream about Monica and becomes convinced he is in love with her. Meanwhile, Phoebe finds a police badge in Central Perk and uses it to go on missions of mercy. And Ross buys a new sofa but has trouble moving it up the stairs into his new apartment.",23.0,5.0,8.5,"['Gary', 'The Smoking Woman', 'The Saleswoman', 'The Salesman', 'Gunther']","[27.554, 1.646, 6.135, 1.42, 8.622]",20,0,0.11454545454545455
110,110,86737,"['Writer', 'Director', 'Producer', 'Executive Producer', 'Producer', 'Editor', 'Set Decoration', 'Director of Photography', 'Art Direction', 'Unit Production Manager', 'Executive Story Editor', 'Executive Story Editor', 'First Assistant Director', 'Second Assistant Director', 'Costume Designer', 'Script Supervisor', 'Supervising Producer', 'Supervising Producer', 'Supervising Producer', 'Associate Producer', 'Costume Supervisor', 'Costume Supervisor', 'Sound Mixer', 'Casting', 'Hairstylist', 'Makeup Artist', 'Additional Music', 'Co-Producer', 'Co-Producer', 'Executive Producer', 'Co-Executive Producer', 'Co-Producer', 'Executive Producer', 'Key Makeup Artist', 'Executive Producer', 'Executive Producer', 'Executive Producer']","['Michael Curtis', 'Todd Holland', 'Shana Goldberg-Meehan', 'Greg Malins', 'Scott Silveri', 'Stephen Prime', 'Greg J. Grande', 'Mikel Neiers', 'Joe Stewart', 'Richard Allen', 'Gigi McCreery', 'Perry Rein', 'Ben Weiss', 'Carlos Piñero', 'Debra McGuire', 'Jolie Barnett', 'Todd Stevens', 'Wil Calhoun', 'Seth Kurland', ""Jamie O'Connor"", 'Julie Heath', 'Nancy Gould', 'Dana Mark McClure', 'Leslie Litt', 'Richard Marin', 'Robin Siegel', 'Michael Skloff', 'Andrew Reich', 'Ted Cohen', 'Adam Chase', 'Alexa Junge', 'Wendy Knoller', 'Michael Curtis', 'Anne Sweeting', 'Kevin S. Bright', 'David Crane', 'Marta Kauffman']","[1.608, 7.814, 1.788, 1.594, 3.0, 0.6, 1.021, 1.632, 0.924, 0.6, 2.436, 1.303, 3.142, 0.656, 3.805, 0.6, 0.6, 1.021, 1.261, 0.6, 0.732, 1.38, 0.6, 0.6, 0.988, 1.553, 0.706, 1.788, 3.069, 2.15, 1.388, 0.608, 1.542, 0.731, 1.519, 3.76, 5.777]",1999-04-08,18.0,The One Where Rachel Smokes,"Rachel decides to start smoking in order to avoid missing important meetings with her boss. Meanwhile, Ben gets offered an audition for a soup commercial, and Joey auditions to be Ben's father during the ad. Also, Monica and Phoebe plan a surprise birthday party for Rachel together, but Monica takes over.",23.0,5.0,7.8,"['Kim Clozzi', 'Nancy', 'Carol Willick', 'The Casting Director', 'Kyle', 'Raymond', 'Ben Geller', 'Gunther']","[5.848, 7.593, 14.38, 7.025, 3.035, 5.613, 0.6, 8.622]",27,0,0.06666666666666667
111,111,86757,"['Writer', 'Director']","['Adam Chase', 'Kevin S. Bright']","[2.15, 1.519]",1999-09-23,1.0,The One After Vegas,Ross and Rachel experience the world’s worst hangover when they realize they’ve gotten married.  Chandler and Monica back away from their own altar plans.  Phoebe and Joey head back to New York in the taxi cab.,23.0,6.0,8.65,"['Gunther', 'Rick']","[8.622, 8.188]",19,0,-0.0022727272727272783
112,112,86762,"['Director', 'Writer', 'Writer']","['Gary Halvorson', 'Andrew Reich', 'Ted Cohen']","[2.843, 1.788, 3.069]",2000-05-11,22.0,The One with the Ring,"Chandler and Phoebe shop for a ring for Monica. Chandler finds the perfect one, but Phoebe accidentally lets it get away. While Chandler is busy with getting the ring back, Joey and Ross are lead to believe that he's mad at them, so they decide to team up and give him a cold shoulder treatment. Rachel continues to date Paul and wants him to open up to her, however, he opens up a bit too much.",23.0,6.0,8.444,"['Paul Stevens', 'Customer', 'Jeweller', 'Gunther']","[45.297, 2.588, 9.706, 8.622]",21,0,0.03437500000000002
113,113,86776,"['Director', 'Writer']","['Gail Mancuso', 'Shana Goldberg-Meehan']","[2.681, 1.788]",1999-09-30,2.0,The One Where Ross Hugs Rachel,"Monica and Chandler decide to move in together, leading Rachel to believe that all three of them will be roommates, and Monica doesn't want to tell her the truth.  Meanwhile, Ross tries to keep Rachel from learning that their marriage hasn't been annulled.",22.0,6.0,8.27,"['Stephanie', 'Russell', 'Karin', 'Gunther']","[4.757, 5.063, 3.261, 8.622]",30,0,-0.1
114,114,86782,"['Director', 'Writer']","['Gary Halvorson', 'Seth Kurland']","[2.843, 1.261]",1999-10-07,3.0,The One with Ross's Denial,"Monica and Chandler disagree over how to redecorate Rachel's old room. Joey advertises for a ""non-ugly"" roommate. Ross is unwilling to accept that he still has feelings for Rachel.",22.0,6.0,8.243,"['The Potential Roommate', 'Gunther']","[1.707, 8.622]",26,0,0.1
115,115,86788,"['Director', 'Writer', 'Writer']","['Gary Halvorson', 'Andrew Reich', 'Ted Cohen']","[2.843, 1.788, 3.069]",1999-10-14,4.0,The One Where Joey Loses His Insurance,"Joey's health benefits lapse just as he develops a hernia. Ross is asked to give a lecture at NYU and eager to impress his students, he puts on a fake British accent. Meanwhile, Phoebe gets some bad news from her psychic.",22.0,6.0,8.342,"['Director', 'Russell', 'Estelle Leonard', 'Professor', 'Gunther']","[2.637, 5.063, 6.511, 4.363, 8.622]",38,0,-0.3999999999999999
116,117,86824,['Director'],['Gary Halvorson'],[2.843],1999-11-11,7.0,The One Where Phoebe Runs,"Now roommates Phoebe and Rachel decide to start running together, but Rachel is embarrassed by Phoebe's odd running style. Joey finds a sexy new female roommate and tries very hard not to flirt with her. Meanwhile, Chandler decides to surprise Monica by cleaning the apartment, but forgets where everything goes. Ross tries to help him remedy the situation.",22.0,6.0,8.297,['Janine Lecroix'],[10.05],25,0,-0.01563852813852814
117,118,86828,"['Director', 'Writer', 'Writer']","['Gary Halvorson', 'Perry Rein', 'Gigi McCreery']","[2.843, 1.303, 2.436]",1999-11-18,8.0,The One with Ross's Teeth,"Ross goes too far while trying to impress a date by over-whitening his teeth. Rachel uses gossip to get her boss to like her after Phoebe supposedly makes out with Ralph Lauren. Meanwhile, Chandler convinces Joey that the changes Janine has introduced to their old apartment is making it too girly.",22.0,6.0,8.237,"['Hillary', 'Janine Lecroix', 'Kim Clozzi', 'Gunther', 'Himself']","[17.216, 10.05, 5.848, 8.622, 0.84]",25,0,0.1
118,119,86836,"['Writer', 'Director']","['Brian Boyle', 'Kevin S. Bright']","[1.46, 1.519]",1999-12-16,10.0,The One with the Routine,"Janine gets an invitation to dance on ""Dick Clark's New Year's Rockin' Eve"" and she invites Joey, Monica and Ross to join her. Being huge fans of the show, Monica and Ross get overly excited. At the taping, Joey tries to kiss Janine at midnight and Monica and Ross resurrect their dance routine from high school. Meanwhile, Rachel, Phoebe and Chandler look for Monica's Christmas presents.",22.0,6.0,8.256,"['Janine Lecroix', 'Stage Manager', 'Tall Guy', 'Gunther']","[10.05, 3.588, 6.19, 8.622]",24,0,0.1942727272727273
119,120,86845,"['Writer', 'Director']","['Brian Boyle', 'Kevin S. Bright']","[1.46, 1.519]",2000-01-06,11.0,The One with the Apothecary Table,"Rachel orders an apothecary table from Pottery Barn, which is a problem because Phoebe hates the mass-producing company. After Janine and Joey double date with Chandler and Monica, Janine tells Joey that she thinks the other two are boring. Ross buys a new apothecary table too, which causes problems for Rachel. After a confrontation with Monica and Chandler, Joey breaks up with Janine and she moves out.",22.0,6.0,8.184,"['Janine Lecroix', 'Gunther']","[10.05, 8.622]",33,1,-0.2471590909090909
120,121,86853,"['Director', 'Writer', 'Writer']","['Gary Halvorson', 'Andrew Reich', 'Ted Cohen']","[2.843, 1.788, 3.069]",2000-01-13,12.0,The One with the Joke,"After a joke gets published in Playboy, Chandler and Ross have an argument about who came up with it first. Meanwhile, a wayward remark of Phoebe's leads to trouble between the girls and a broke Joey starts working at Central Perk.",22.0,6.0,8.114,"['Woman at the Table', 'Gunther', 'The Customer', 'The Patron']","[2.678, 8.622, 0.6, 0.766]",21,0,0.016666666666666663
121,122,86859,['Director'],['Gary Halvorson'],[2.843],2000-02-03,13.0,The One with Rachel's Sister (1),"Joey gets in trouble for giving attractive female customers free food at Central Perk. A sick Monica desperately tries to convince Chandler that she's not sick. After her father cuts her off, Rachel's sister Jill comes to town. Rachel encourages her to start an independent life by finding a job and an apartment, but one thing leads to another and Jill ends up asking Ross out on a date. Even though Rachel doesn't want to admit it, she clearly isn't okay with that...",22.0,6.0,8.108,"['Waiter in Drag', 'Woman #1', 'Woman #2', 'Jill Green', 'Gunther']","[11.094, 1.534, 8.248, 30.359, 8.622]",32,0,0.10428571428571427
122,123,86873,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Andrew Reich', 'Ted Cohen']","[1.519, 1.788, 3.069]",2000-02-10,14.0,The One Where Chandler Can't Cry (2),Chandler admits that he hasn't cried since he was a child. Phoebe discovers that Ursula is starring in porno movies using her name. Rachel desperately tries to stop Ross and Jill from starting a relationship.,23.0,6.0,8.211,"['Fan', 'Jill Green', 'Gunther']","[12.184, 30.359, 8.622]",36,0,-0.05
123,124,86886,"['Writer', 'Writer', 'Writer', 'Director', 'Writer']","['Greg Malins', 'Adam Chase', 'Marta Kauffman', 'Michael Lembeck', 'David Crane']","[1.594, 2.15, 5.777, 6.644, 3.76]",2000-02-17,15.0,The One That Could Have Been,"Barry and Mindy's impending divorce prompts the gang to fantasize about what their lives might be like if they'd all taken different courses. Ross is still married to Carol, and Rachel is married to Barry, but fawning over famous soap star Joey Tribbiani. Monica is still fat and dating a doctor. Chandler is an aspiring writer and Phoebe is a Wall Street shark for Merrill Lynch.

The gang continue to fantasize about how different their lives could have been. Carol and Ross decide to have a threesome to spice up their marriage. Rachel goes to Joey's but is incredibly nervous about cheating and gets drunk. Meanwhile, Monica's dinner date falls through and Chandler tries to cheer her up but things take an unexpected turn.",45.0,6.0,7.817,"['Jack', 'Ben Geller', 'Hope Brady', 'Dr. Wesley', 'Dr. Roger', 'Arthur', 'Barry Farber', 'Susan Bunch', 'Carol Willick', 'Gunther']","[10.864, 15.369, 9.944, 5.496, 3.914, 1.272, 8.424, 24.725, 14.38, 8.622]",28,0,0.15555555555555556
124,125,86912,"['Writer', 'Director']","['Adam Chase', 'Gary Halvorson']","[2.15, 2.843]",2000-02-24,16.0,The One with Unagi,"Joey tries to earn some extra money by entering a medical study, however, there's a slight problem: the study is for identical twins. Rachel and Phoebe take self-defense classes, but Ross attempts to give them a lesson in Unagi instead. Meanwhile, Chandler and Monica agree to give each other homemade presents for Valentine's Day.",22.0,6.0,8.684,"['Carl', 'Janice', 'Gunther']","[18.035, 19.494, 8.622]",18,0,-0.07833333333333334
125,126,86925,"['Writer', 'Writer', 'Director']","['Perry Rein', 'Gigi McCreery', 'Ben Weiss']","[1.303, 2.436, 3.142]",2000-03-23,18.0,The One with Joey's Fridge,"After Joey's fridge breaks, he tries to cajole his friends into helping him buy a new one. Meanwhile, Ralph Lauren is organizing a charity ball and Rachel looks for a date, however, unexpectedly it turns into a competition between Monica & Chandler against Phoebe for finding the best candidate. Ross continues to date Elizabeth, but he gets nervous when she makes plans for a spring break at Daytona Beach.",22.0,6.0,8.243,"['Elizabeth Stevens', 'Eldad', 'Patrick', 'Gunther', 'Sebastian']","[18.785, 8.211, 0.706, 8.622, 2.183]",26,0,0.28409090909090906
126,128,86946,"['Writer', 'Director']","['Scott Silveri', 'Michael Lembeck']","[3.0, 6.644]",2000-04-27,20.0,The One Where Ross Meets Elizabeth's Dad,"Ross meets Elizabeth's father for the first time and unfortunately he takes an instant disliking to Ross. However Paul does hit it off with Rachel and she tries to talk Ross up but does so with mixed results. Joey almost gets fired from ""Mac and C.H.E.E.S.E."" after offending the operator of the robot. Meanwhile, Phoebe writes a book based on Monica and Chandler.",23.0,6.0,8.306,"['Elizabeth Stevens', 'Paul Stevens', 'Estelle Leonard', 'Producer', 'Gunther']","[18.785, 45.297, 6.511, 1.336, 8.622]",40,0,-0.06999999999999999
127,129,86979,"['Writer', 'Director', 'Writer', 'Writer', 'Writer']","['Scott Silveri', 'Kevin S. Bright', 'Shana Goldberg-Meehan', 'Andrew Reich', 'Ted Cohen']","[3.0, 1.519, 1.788, 1.788, 3.069]",2000-05-18,23.0,The One with the Proposal,"Chandler plans to propose to Monica at dinner, but his plans go awry when Richard shows up at the same restaurant. Meanwhile, Phoebe and Joey join Rachel at a charity auction only to discover that Joey isn't aware what a silent auction is. And Ross and Elizabeth's relationship comes to a crossroad.

Chandler continues to pretend to hate the idea of marriage, unaware that Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans, if they are not married by the time they're 40.",45.0,6.0,8.417,"['Elizabeth Stevens', 'Richard Burke', 'Mr. Thompson', 'Mr. Bowmont', 'Zoe', 'Lisa']","[18.785, 38.062, 4.925, 1.841, 0.631, 1.651]",25,0,-0.052777777777777785
128,130,87001,"['Writer', 'Director']","['Greg Malins', 'Kevin S. Bright']","[1.594, 1.519]",1999-11-25,9.0,The One Where Ross Got High,"It's Thanksgiving and Monica's parents are coming to visit, which is a problem because, not only they do not like Chandler, they also don't know that he and Monica are living together. Rachel is tasked with making a Thanksgiving dessert, but she does so with mixed results. Meanwhile, Joey and Ross are eager to finish the dinner and leave, because they want to go to a Thanksgiving party with Janine and her dancer friends.",23.0,6.0,8.615,"['Janine Lecroix', 'Jack Geller', 'Judy Geller', 'Gunther']","[10.05, 21.466, 13.696, 8.622]",27,0,0.0
129,131,87002,"['Director', 'Writer']","['Gary Halvorson', 'Seth Kurland']","[2.843, 1.261]",2000-03-09,17.0,The One Where Ross Dates a Student,"At the end of semester Ross gets his student evaluations and one of them writes that he's hot. It turns out to be a cute girl named Elizabeth and even though it could cost him his job, Ross considers dating her. An ex-girlfriend of Chandler's from college is directing the new Al Pacino movie and Joey asks Chandler for help with getting an audition. Meanwhile, after a fire ruins Phoebe and Rachel's apartment, they're forced to find temporary living spaces with Monica and Joey.",22.0,6.0,8.211,"['Elizabeth Stevens', 'Dana Keystone', 'Burt', 'Fireman #2', 'Mel', 'Fireman #1', 'Gunther']","[18.785, 7.827, 2.323, 9.242, 5.258, 3.346, 8.622]",34,0,0.08727272727272725
130,133,87009,"['Director', 'Writer', 'Writer']","['Michael Lembeck', 'Andrew Reich', 'Ted Cohen']","[6.644, 1.788, 3.069]",2000-10-12,2.0,The One with Rachel's Book,"As Monica starts planning her wedding she's shocked to find out that her parents have spent her entire wedding fund. However, her spirits are restored when she discovers that Chandler has enough savings for her dream wedding scenario. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. This leads to some weird encounters for Ross. Meanwhile, Joey mocks Rachel when he finds an erotic novel she is reading.",22.0,7.0,8.1,"['Woman', 'Jack Geller', 'Judy Geller', 'Gunther']","[0.736, 21.466, 13.696, 8.622]",26,0,-0.09999999999999998
131,134,87010,['Director'],['Gary Halvorson'],[2.843],2000-10-19,3.0,The One with Phoebe's Cookies,"Monica tries to figure out Phoebe's grandmother's secret chocolate chip cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Monica's father.",22.0,7.0,8.1,"['Jack Geller', 'Judy Geller', 'Gunther']","[21.466, 13.696, 8.622]",29,0,-0.26
132,135,87011,"['Director', 'Writer']","['David Schwimmer', 'Brian Boyle']","[48.006, 1.46]",2000-10-26,4.0,The One with Rachel's Assistant,"While hiring a new assistant, Rachel is torn between hiring a much more qualified woman, or a handsome but inexperienced young man. Monica, Chandler and Ross engage in a war of secret sharing after Monica and Chandler vow to be more honest. Meanwhile, Joey has problems when his TV show is cancelled after just one airing.",22.0,7.0,7.9,"['Tag', 'Stryker', 'Terry', 'Gunther', 'Hilda', 'Kathy']","[12.141, 0.652, 5.176, 8.622, 4.868, 0.6]",31,0,0.22954545454545455
133,136,87017,"['Writer', 'Editor', 'Director of Photography', 'Editor']","['Patty Lin', 'Stephen Prime', 'Nick McLean', 'Todd Felker']","[2.958, 0.6, 6.14, 0.677]",2000-11-02,5.0,The One with the Engagement Picture,"While taking an engagement picture for himself and Monica, Chandler cannot make anything but a weird face. Rachel enlists Joey to take Tag out for a night on the town. Phoebe and Ross date a couple in the middle of a divorce.",22.0,7.0,8.0,"['Whitney', 'Tag', 'Kyle', 'Melissa', 'Gunther']","[22.946, 12.141, 15.539, 6.571, 8.622]",35,1,-0.25
134,137,87023,['Writer'],['Brian Buckner'],[0.84],2000-11-09,6.0,The One with the Nap Partners,"Joey and Ross accidentally take a nap together - and much to their dismay, find that they liked it. Phoebe and Rachel compete to become Monica's maid of honor.",22.0,7.0,8.5,"['Julie Graff', 'Gunther']","[2.848, 8.622]",29,0,0.4
135,138,87024,"['Director', 'Writer']","['David Schwimmer', 'Wil Calhoun']","[48.006, 1.021]",2000-12-07,9.0,The One with All the Candy,"When Phoebe tells the gang about how she was too poor to have a bike as a child, Ross goes out and buys her one. While Phoebe absolutely loves the bike, the gang soon discovers that she doesn't actually know how to ride one. Meanwhile, Monica decides to make candy in order to get to know her neighbours, and while they all love the candy, nobody is particularly interested in Monica herself. Rachel and Tag try to hide their relationship at work, but things go awry when Rachel writes a playful work evaluation of Tag that he accidentally turns in to Human Resources.",22.0,7.0,8.1,"['Woman', 'Tag', 'Ben Geller', 'Mr. Zelner', 'Gary']","[18.683, 12.141, 15.369, 3.003, 0.6]",26,0,0.09166666666666667
136,139,87025,['Writer'],['Greg Malins'],[1.594],2000-12-14,10.0,The One with the Holiday Armadillo,"Ross's plans to teach Ben about Hanukkah are continually thwarted when the young boy can't get his mind off of Santa. Meanwhile, Phoebe prepares to move back into her refurbished apartment, with or without Rachel. However, she'll stop at nothing to get Rachel to go with her, including buying Joey a drum set. Monica is mystified by Chandler's inability to tip properly.",22.0,7.0,8.3,"[""Maitre D'"", 'Ben Geller', 'Man', 'Gunther']","[1.883, 15.369, 6.734, 8.622]",34,0,0.03333333333333333
137,140,87027,['Writer'],['Shana Goldberg-Meehan'],[1.788],2001-01-04,11.0,The One with All the Cheesecakes,"Phoebe gets upset with Joey when he blows off dinner with her for a date, however only a few days later she finds herself in the same situation but with their roles reversed. Meanwhile, Chandler and Rachel enjoy a cheesecake that gets delivered to their address by accident. They feel guilt-ridden at first, but it's just too delicious. Also, Ross and Monica attend a wedding reception of their cousin and find themselves in an awkward situation.",22.0,7.0,8.4,"['Wedding Guest', 'The Man', 'David', 'Waiter', 'Gunther']","[2.758, 1.575, 34.073, 1.388, 8.622]",32,1,0.10625
138,141,87039,['Director'],['Kevin S. Bright'],[1.519],2001-01-11,12.0,The One Where They're Up All Night,"After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night.",22.0,7.0,8.3,"['Fireman', 'Tag']","[5.979, 12.141]",34,0,0.0
139,142,87047,['Writer'],['Brian Buckner'],[0.84],2001-02-01,13.0,The One Where Rosita Dies,"Rachel accidentally breaks Joey's armchair (that he's named Rosita) and while they're out shopping for a new one, it appears that Rosita has magically ""healed"" herself. Meanwhile, Phoebe takes a temp job as a telemarketer for an office supply company and when her first client turns out to be suicidal, she goes out of her way to talk him out of it. Also, Ross and Monica find out that their parents are selling their childhood home.",22.0,7.0,8.3,"['Earl', 'Supervisor', 'Jack Geller']","[22.389, 4.611, 21.466]",25,0,0.29545454545454547
140,143,87057,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Andrew Reich', 'Ted Cohen']","[1.519, 1.788, 3.069]",2001-02-15,15.0,The One with Joey's New Brain,"Joey's character on Days of Our Lives is awakened from his coma with a brain transplant from one of the show's most legendary characters. Ross practices the bagpipes for Monica and Chandler's wedding. Meanwhile, Phoebe and Rachel fight over a guy who left his cell phone in Central Perk.",23.0,7.0,8.1,"['Dina', 'Tom', 'Frederick', 'Jessica Lockhart', 'Gunther']","[20.887, 6.653, 5.185, 35.472, 8.622]",29,0,0.27999999999999997
141,144,87088,['Director'],['David Schwimmer'],[48.006],2001-02-22,16.0,The One with the Truth About London,"Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together in London. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes.",22.0,7.0,8.4,"['Ben Geller', 'Carol Willick', 'Gunther']","[15.369, 14.38, 8.622]",35,0,-0.11249999999999999
142,145,87093,"['Director', 'Writer', 'Writer']","['Kevin S. Bright', 'Andrew Reich', 'Ted Cohen']","[1.519, 1.788, 3.069]",2001-03-15,17.0,The One with the Cheap Wedding Dress,"Monica regrets telling a woman about a discount bridal shop when they end up fighting over the same dress. Meanwhile, Joey and Ross discover that they're dating the same girl.",22.0,7.0,8.1,"['Megan Bailey', 'Kirsten Lang']","[5.282, 19.684]",36,0,-0.03333333333333333
143,146,87106,['Writer'],['Brian Boyle'],[1.46],2001-03-29,18.0,The One with Joey's Award,"Joey is nominated for a Soapie Award for his part on Days of Our Lives, and while he doesn't win, he ends up with an award anyway - together with his partner in crime, Rachel. Meanwhile, Ross finds himself in an awkward position when one of his students proclaims that he failed his midterm because he's in love with Ross. Also, Monica freaks out a little when she realizes that after marrying Chandler she's not gonna experience a rush of dating someone new ever again. In a surprising change of roles, Chandler becomes a voice of reason that calms her.",22.0,7.0,8.2,"['Jessice Ashley', 'Waitress', 'Alan Lewis', 'Ned Morse', 'Presenter']","[8.65, 5.525, 6.274, 6.783, 5.124]",25,0,0.12126623376623377
144,147,87135,"['Writer', 'Writer']","['Andrew Reich', 'Ted Cohen']","[1.788, 3.069]",2001-04-19,19.0,The One with Ross and Monica's Cousin,"Joey auditions for a big movie role which will require him to appear naked. A problem arises, however, when the part calls for an uncircumcised man. Meanwhile, Rachel and Phoebe go through the trouble of organizing  a last minute bridal shower for Monica. And Ross becomes attracted to his cousin after she visits.",22.0,7.0,8.531,"['Director', 'Estelle Leonard', 'Cassie Geller', 'Casting Director']","[5.537, 6.511, 45.076, 5.522]",37,0,-0.05
